Volumendealcohol,Acidez,Azúcarresidual,Azufre,Medalla
12.50,5.05,4.00,130.00,Gold
13.50,5.17,1.35,64.00,Gold
13.60,5.30,1.70,80.00,Gold
12.90,5.70,5.51,78.00,Silver
15.56,5.50,1.30,91.00,Gold
14.00,5.60,2.10,87.00,Gold
13.50,5.80,4.00,78.00,Silver
13.50,5.22,2.50,84.00,Gold
13.46,5.12,2.50,99.56,Gold
14.40,5.50,8.50,120.00,Gold
15.30,5.59,7.12,149.00,Gold
15.50,5.44,4.20,0.00,Gold
15.00,5.60,2.50,96.00,Gold
14.16,5.15,9.50,130.00,Gold
14.00,65.29,0.55,1.00,Gold
14.40,5.50,3.10,122.00,Silver
14.30,5.10,3.00,100.00,Gold
13.95,5.00,2.70,120.00,Gold
13.40,6.40,1.70,53.00,Silver
14.00,3.60,1.80,82.00,Gold
14.00,5.45,0.00,135.00,Gold
14.50,5.70,2.05,2.00,Silver
13.00,5.40,2.50,64.00,Silver
13.50,3.40,1.30,115.00,Gold
14.00,5.45,0.00,135.00,Gold
13.50,3.22,1.82,48.00,Gold
14.50,4.60,2.01,2.00,Gold
14.10,5.90,1.00,98.00,Silver
12.90,0.79,2.50,133.00,Silver
14.70,5.20,3.40,78.00,Silver
13.54,6.20,0.90,118.00,Silver
13.80,5.28,2.50,101.00,Gold
13.50,5.40,1.90,106.00,Gold
13.00,5.00,2.00,105.00,Silver
14.50,6.40,2.30,122.00,Gold
14.50,6.50,2.40,108.00,Silver
14.00,5.35,0.10,90.00,Silver
14.00,5.20,1.90,33.00,Gold
14.02,5.20,1.80,62.00,Gold
13.80,5.10,2.30,74.00,Silver
14.70,5.62,12.09,146.00,Gold
13.50,5.00,10.00,100.00,Gold
14.50,3.65,0.20,7.00,Gold
13.00,5.30,3.75,119.00,Gold
14.09,4.70,1.60,126.00,Silver
13.50,5.00,2.00,56.00,Gold
13.98,5.76,6.24,75.00,Gold
14.50,4.24,3.30,0.00,Gold
13.50,3.12,1.58,0.01,Gold
15.00,5.25,0.35,64.00,Gold
15.00,6.00,2.00,89.00,Gold
15.00,5.24,0.42,67.00,Gold
15.00,5.11,0.94,45.00,Silver
14.00,5.78,1.70,90.00,Gold
14.00,5.10,3.00,62.00,Gold
13.50,5.30,1.10,0.00,Gold
14.00,5.60,2.50,76.00,Gold
14.00,5.00,4.00,85.00,Silver
13.50,5.50,4.20,0.00,Gold
14.50,5.80,1.00,126.00,Gold
15.00,5.80,1.00,118.00,Gold
13.50,5.23,2.38,66.00,Gold
14.00,5.30,0.40,49.00,Silver
14.50,0.00,0.00,0.00,Gold
14.00,4.70,1.20,98.00,Silver
14.00,5.30,2.20,139.00,Silver
13.43,5.30,1.20,148.00,Gold
13.50,4.71,2.51,138.00,Silver
14.50,5.40,7.00,105.00,Gold
15.92,5.10,5.00,80.00,Silver
15.35,5.20,3.60,102.00,Gold
16.18,5.00,5.80,81.00,Gold
14.30,5.00,2.00,120.00,Gold
14.80,5.85,4.00,73.00,Silver
13.80,4.60,2.11,135.60,Gold
14.00,6.00,2.40,130.00,Gold
14.00,6.00,2.80,120.00,Gold
14.50,5.80,2.30,130.00,Gold
15.00,6.00,2.20,130.00,Grand Gold
14.00,5.60,2.40,130.00,Silver
14.50,6.00,2.80,120.00,Gold
14.00,6.00,2.80,130.00,Silver
15.00,6.00,2.40,120.00,Gold
14.00,6.00,2.30,130.00,Gold
13.50,5.70,4.50,83.00,Gold
13.85,3.80,1.30,0.10,Silver
13.50,5.30,8.07,115.00,Gold
13.00,5.40,8.78,123.00,Gold
13.90,4.97,0.70,81.00,Gold
14.50,5.10,4.40,96.00,Gold
13.50,5.60,5.50,135.00,Silver
0.16,6.20,8.00,0.00,Gold
12.00,5.00,10.00,0.00,Silver
15.00,5.70,6.50,135.00,Gold
14.23,3.88,0.37,61.00,Gold
14.50,6.10,15.00,0.00,Silver
14.00,5.50,4.90,65.00,Gold
13.50,5.20,1.30,106.00,Gold
14.00,5.40,2.70,138.00,Gold
13.50,4.90,3.00,74.00,Silver
13.50,5.80,2.50,130.00,Gold
14.00,5.70,3.50,0.00,Gold
15.00,6.10,3.50,103.00,Gold
14.50,5.60,12.00,0.00,Gold
15.00,6.30,5.90,155.00,Gold
13.70,5.50,7.00,120.00,Silver
14.50,5.60,6.50,25.00,Gold
13.50,5.70,19.50,105.00,Gold
14.00,5.20,1.40,80.00,Gold
13.50,5.50,8.59,110.00,Silver
14.16,6.46,1.36,8.00,Gold
14.03,5.47,1.00,7.00,Silver
13.00,5.50,2.00,72.00,Gold
14.80,0.47,0.69,85.00,Gold
13.30,5.40,4.60,143.00,Gold
14.40,5.70,4.60,104.00,Gold
14.40,4.60,3.80,117.00,Gold
13.00,4.80,0.01,80.00,Gold
14.28,5.24,0.60,59.00,Gold
13.95,5.27,0.60,71.00,Gold
14.58,5.44,0.60,46.00,Grand Gold
12.90,5.48,0.70,64.00,Gold
15.00,6.00,0.60,112.00,Silver
13.50,5.40,1.50,110.00,Gold
13.50,5.40,1.70,115.00,Gold
13.50,5.40,1.60,115.00,Silver
15.40,3.44,1.20,85.76,Silver
13.50,0.00,1.77,0.00,Silver
13.50,0.00,1.76,0.00,Gold
13.00,2.49,0.85,1.00,Gold
14.00,5.40,4.30,96.00,Gold
14.00,4.90,1.60,70.00,Silver
14.10,5.70,3.00,120.00,Silver
13.60,5.40,10.00,160.00,Gold
14.48,3.13,1.44,82.00,Gold
14.82,4.77,0.70,98.00,Gold
14.75,4.92,0.70,82.00,Silver
14.45,5.21,0.80,79.00,Gold
15.00,5.60,6.00,0.00,Silver
15.01,5.40,5.60,120.00,Silver
14.00,5.25,6.30,150.00,Gold
14.45,6.58,3.20,79.00,Gold
14.54,6.90,1.28,100.00,Gold
14.65,7.00,0.58,123.00,Silver
14.66,7.20,1.55,100.00,Gold
15.00,5.75,3.38,92.00,Gold
13.70,4.88,0.19,62.00,Gold
13.50,4.25,0.70,125.00,Gold
13.00,5.90,4.00,130.00,Gold
14.50,6.00,1.00,0.00,Gold
14.30,5.45,2.50,94.00,Gold
13.80,5.28,3.53,97.00,Silver
14.90,5.80,3.80,1.12,Silver
15.00,5.75,3.70,25.00,Gold
13.77,5.18,1.40,70.00,Gold
14.28,5.53,2.50,90.00,Gold
14.28,5.53,2.50,80.00,Gold
13.50,5.80,1.80,76.00,Gold
13.50,5.70,1.80,76.00,Gold
13.50,5.30,1.40,86.00,Gold
14.00,4.70,3.90,56.00,Gold
14.00,5.20,4.70,101.00,Gold
0.00,0.00,0.00,0.00,Gold
14.50,4.50,3.80,124.00,Silver
14.50,4.90,2.80,84.00,Gold
13.50,5.51,0.80,79.00,Gold
16.00,5.00,2.00,120.00,Silver
13.48,5.60,6.10,145.00,Silver
15.00,5.60,5.50,103.00,Gold
15.50,5.80,8.00,90.00,Gold
13.00,5.20,0.35,99.00,Silver
15.00,5.49,12.47,31.11,Silver
17.00,5.20,0.82,42.00,Gold
15.40,3.65,0.90,0.00,Gold
13.00,5.50,7.55,80.00,Gold
13.00,5.41,5.20,85.00,Gold
14.50,5.50,0.00,105.00,Silver
13.00,5.00,2.90,55.00,Gold
14.50,5.40,2.40,50.00,Silver
15.00,5.40,0.80,52.00,Gold
14.50,6.70,1.04,62.00,Gold
14.00,3.50,0.40,100.00,Silver
13.50,1.10,0.60,123.00,Gold
14.00,3.55,0.90,51.00,Gold
14.00,69.33,0.10,81.00,Gold
14.00,5.50,3.10,116.00,Gold
15.50,5.18,2.83,80.00,Gold
14.08,3.35,0.52,42.00,Gold
14.41,3.00,1.63,69.00,Gold
13.50,0.00,0.00,0.00,Silver
14.00,7.10,0.80,68.00,Gold
15.50,3.40,5.00,49.00,Gold
14.00,5.66,7.97,158.00,Gold
13.50,5.25,0.30,107.00,Gold
14.00,5.25,0.50,100.00,Gold
12.98,5.00,0.20,102.00,Silver
13.00,5.90,5.90,120.00,Gold
0.00,0.00,0.00,0.00,Gold
13.00,4.50,3.00,98.00,Gold
12.27,4.80,0.20,58.00,Gold
13.50,5.40,0.00,125.00,Gold
13.00,5.20,4.00,70.00,Gold
13.00,5.20,1.50,110.00,Gold
13.50,5.25,1.46,90.00,Gold
14.00,5.15,1.80,90.00,Silver
13.50,5.20,1.10,80.00,Gold
12.50,5.30,2.00,110.00,Gold
13.50,5.25,1.10,80.00,Gold
14.50,5.30,1.80,85.00,Gold
14.50,5.25,1.50,80.00,Silver
13.88,5.80,8.00,140.00,Gold
13.00,4.60,4.30,71.00,Silver
13.50,5.40,2.21,132.00,Gold
14.00,3.15,1.00,50.00,Silver
14.00,6.12,3.50,99.20,Gold
14.50,6.26,3.00,130.00,Grand Gold
14.00,6.00,7.80,75.00,Gold
13.30,6.00,1.00,100.00,Gold
13.20,6.10,2.00,90.00,Gold
14.00,5.50,17.50,160.00,Gold
14.00,3.80,2.00,93.00,Gold
13.50,3.80,1.20,85.00,Silver
14.50,5.36,0.23,95.00,Gold
13.50,5.60,7.50,120.00,Gold
13.50,6.20,0.00,98.00,Gold
13.36,5.10,1.95,57.00,Silver
14.45,5.20,2.25,56.00,Gold
15.19,0.73,0.75,0.90,Silver
14.47,4.60,0.70,32.00,Silver
14.50,5.10,0.90,95.00,Gold
14.00,5.10,1.50,92.00,Gold
13.50,5.00,1.10,89.00,Silver
14.50,3.49,0.24,95.00,Gold
13.50,5.80,1.40,80.00,Gold
13.50,5.20,1.40,80.00,Gold
13.50,5.50,1.50,77.00,Gold
13.50,5.20,1.40,86.00,Silver
13.50,5.50,1.50,79.00,Gold
13.50,5.20,1.40,83.00,Gold
13.50,5.30,1.40,86.00,Silver
15.05,5.90,3.20,56.00,Grand Gold
14.50,5.00,3.20,62.00,Gold
14.72,5.40,0.50,110.00,Gold
13.20,5.20,2.90,103.00,Silver
14.00,4.99,2.10,106.00,Gold
14.50,5.45,5.20,140.00,Gold
13.95,5.20,4.00,100.00,Gold
13.00,4.60,3.00,150.00,Silver
13.50,5.20,2.40,67.00,Silver
13.50,5.02,2.00,77.00,Gold
14.55,6.10,2.90,88.00,Silver
14.50,4.70,3.83,94.00,Silver
14.00,4.60,2.96,133.00,Gold
14.99,0.71,0.65,121.00,Gold
14.74,0.82,0.74,117.00,Gold
12.50,5.10,4.00,98.00,Silver
14.15,0.64,0.00,71.00,Silver
13.00,5.92,4.42,56.00,Gold
14.00,5.55,2.00,42.00,Gold
14.00,5.20,1.70,120.00,Gold
14.00,5.40,1.60,120.00,Gold
13.00,5.54,1.00,120.00,Gold
13.50,5.80,3.00,12.00,Gold
13.50,5.75,14.00,50.00,Gold
13.50,5.40,10.00,1.00,Gold
14.50,5.45,5.80,50.00,Gold
13.50,5.50,6.50,50.00,Gold
14.00,4.70,2.00,110.00,Gold
13.50,3.29,0.40,0.00,Gold
13.90,6.20,16.00,132.00,Gold
13.00,5.20,4.00,0.00,Gold
14.00,5.50,5.00,0.00,Gold
15.00,6.40,16.00,0.00,Gold
13.50,5.50,1.50,78.00,Gold
13.14,5.00,2.80,132.00,Silver
14.10,5.00,2.70,109.00,Silver
13.80,66.11,0.40,1.00,Gold
13.39,3.05,1.00,0.00,Gold
12.50,5.90,3.30,90.00,Gold
13.00,4.34,3.30,108.00,Silver
13.50,5.15,0.40,76.00,Silver
14.00,5.65,2.00,130.00,Gold
13.00,4.95,0.00,0.00,Gold
13.72,5.39,3.69,66.31,Silver
14.90,5.60,3.00,120.00,Gold
14.20,5.20,2.40,88.00,Gold
14.00,5.30,2.00,110.00,Gold
13.89,7.50,0.50,75.00,Silver
13.85,5.30,2.50,90.00,Gold
13.50,5.40,1.00,56.00,Gold
13.50,3.30,2.00,110.00,Gold
13.50,3.30,2.00,110.00,Gold
13.50,5.50,3.30,145.00,Gold
14.06,5.58,3.40,106.00,Gold
14.03,4.90,4.20,82.00,Silver
14.98,5.37,3.50,114.00,Gold
14.61,5.62,3.30,24.00,Gold
14.80,5.57,2.90,135.00,Silver
14.00,5.19,5.75,98.00,Gold
13.00,5.50,4.00,90.00,Silver
1.40,3.90,3.50,0.00,Gold
14.78,5.47,3.50,96.00,Gold
14.32,4.80,4.97,98.00,Gold
13.02,3.55,0.51,90.00,Gold
14.50,3.00,1.00,0.00,Gold
15.09,5.50,4.50,99.00,Silver
13.50,5.00,3.00,94.00,Silver
13.00,5.00,3.00,88.00,Gold
13.00,5.00,1.50,100.00,Gold
14.00,5.40,2.25,110.00,Gold
14.20,5.40,2.00,90.00,Silver
14.00,5.00,2.30,110.00,Gold
14.50,5.29,1.40,0.00,Gold
14.00,5.60,0.50,0.00,Gold
14.00,5.40,0.70,0.00,Gold
14.00,4.76,2.04,96.00,Silver
12.65,5.10,1.90,50.00,Gold
13.50,5.20,2.00,100.00,Gold
13.50,5.09,1.70,100.00,Gold
13.50,4.70,1.80,90.00,Gold
13.03,5.60,2.20,109.00,Gold
13.50,5.10,4.00,140.00,Gold
13.70,5.21,1.50,69.00,Gold
13.50,4.60,1.70,70.00,Gold
14.00,5.00,1.60,0.00,Silver
13.50,4.90,2.73,4.90,Gold
14.00,5.00,1.60,0.00,Silver
14.00,5.00,1.60,0.00,Gold
14.00,5.13,2.00,86.00,Gold
13.50,5.00,4.00,140.00,Gold
14.00,5.00,1.90,82.00,Gold
14.10,4.95,2.10,82.00,Gold
13.90,5.10,2.10,23.00,Gold
13.35,5.60,2.20,98.00,Grand Gold
15.00,5.30,2.19,90.00,Silver
14.00,5.50,2.30,99.00,Gold
14.00,5.20,2.60,111.00,Gold
14.00,5.08,0.00,135.00,Gold
15.00,6.00,4.00,0.00,Gold
14.00,5.10,1.20,85.00,Gold
13.00,5.43,1.80,100.00,Gold
13.00,5.10,3.00,104.00,Gold
13.10,4.80,2.60,82.00,Silver
13.67,5.10,3.40,67.00,Silver
14.40,5.50,2.30,50.00,Gold
14.30,6.20,2.40,95.00,Gold
13.81,5.50,2.40,96.00,Gold
13.50,0.49,2.20,79.00,Gold
14.00,4.87,3.00,81.00,Silver
13.73,3.20,0.70,56.00,Grand Gold
13.73,3.23,0.70,56.00,Gold
14.50,4.46,3.80,98.00,Silver
13.50,5.50,4.00,0.00,Gold
13.00,5.60,2.70,162.00,Gold
13.00,5.90,3.50,165.00,Gold
13.81,6.00,1.10,30.00,Gold
14.00,4.20,1.00,65.00,Gold
13.50,5.20,1.80,135.00,Gold
14.50,6.00,2.00,85.00,Gold
14.19,5.10,6.50,168.00,Gold
14.38,4.80,1.30,128.00,Gold
12.50,5.78,8.00,100.00,Gold
14.50,6.50,5.61,0.00,Gold
15.00,6.42,5.00,0.00,Gold
13.50,5.15,0.20,49.00,Gold
13.50,5.40,0.20,36.00,Gold
14.00,6.50,9.00,100.00,Silver
13.00,6.00,3.50,110.00,Gold
13.50,5.00,2.00,35.00,Silver
14.00,5.00,2.00,35.00,Gold
15.00,5.20,2.00,135.00,Silver
15.50,5.20,1.60,89.00,Gold
14.60,6.50,4.80,0.00,Gold
13.50,4.80,2.80,78.00,Gold
13.00,4.45,4.00,89.00,Gold
13.50,4.60,4.00,90.00,Gold
13.00,5.30,3.00,120.00,Gold
13.50,69.30,0.60,70.00,Gold
13.50,69.00,0.60,93.00,Gold
14.78,3.45,1.20,57.00,Silver
14.00,4.10,4.10,97.00,Silver
14.00,5.30,2.20,109.00,Gold
12.99,5.20,2.10,94.00,Gold
15.00,5.57,7.50,105.00,Gold
13.00,4.40,5.20,92.00,Gold
13.00,4.60,5.30,96.00,Gold
13.50,5.20,3.20,0.00,Silver
14.50,3.86,0.00,0.00,Gold
14.00,3.12,0.30,54.00,Gold
13.50,5.64,3.00,81.00,Gold
13.50,5.48,2.20,15.00,Silver
14.00,6.00,3.30,102.00,Gold
13.90,5.00,2.80,0.00,Gold
14.00,3.30,1.00,98.00,Silver
14.50,3.20,1.10,92.00,Gold
12.50,5.00,2.50,0.00,Silver
15.00,5.60,1.00,68.00,Gold
13.50,5.10,0.10,128.00,Gold
14.50,5.30,1.00,44.00,Gold
15.00,5.40,1.00,65.00,Gold
14.00,5.40,5.20,192.00,Gold
13.29,3.62,1.86,60.00,Gold
13.00,5.30,3.00,80.00,Gold
14.18,4.60,1.60,46.00,Gold
14.60,6.20,3.30,81.00,Gold
14.70,6.00,3.00,67.00,Gold
15.00,5.85,3.50,112.00,Gold
13.30,5.40,10.00,140.00,Gold
13.00,0.00,3.60,0.00,Gold
13.50,5.80,5.20,185.00,Gold
13.50,5.00,1.40,86.00,Gold
14.50,4.75,1.10,38.00,Gold
14.50,5.00,4.80,70.00,Gold
14.00,5.45,4.50,75.00,Gold
14.23,4.80,2.30,125.00,Gold
13.50,5.45,0.50,130.00,Gold
14.50,5.50,0.80,0.00,Gold
13.00,0.00,1.50,93.00,Silver
12.79,5.38,0.30,78.00,Silver
13.50,5.73,0.00,100.00,Gold
14.00,4.80,1.50,48.00,Gold
14.00,4.80,2.50,120.00,Gold
13.00,5.60,2.10,98.00,Silver
13.27,4.90,2.60,117.00,Gold
13.50,4.40,2.00,82.00,Silver
13.70,5.00,2.10,86.00,Silver
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
13.00,5.20,1.90,95.00,Gold
14.50,5.60,4.80,0.00,Gold
14.00,4.80,0.60,70.00,Gold
12.50,5.50,3.00,110.00,Gold
14.50,5.75,0.50,78.43,Silver
13.50,5.52,12.30,148.00,Gold
14.00,5.80,1.20,50.00,Gold
12.85,6.20,3.90,89.00,Gold
14.50,6.00,4.40,139.00,Silver
13.50,5.80,2.50,46.00,Gold
13.50,4.80,3.00,80.00,Gold
14.00,3.05,0.50,42.00,Gold
13.50,5.30,3.10,92.00,Gold
13.00,5.10,4.00,99.30,Gold
12.50,4.90,2.50,95.00,Gold
12.50,4.90,2.50,95.00,Gold
12.50,5.10,4.30,5.10,Gold
12.50,5.10,4.30,5.10,Gold
13.40,5.20,2.60,92.00,Gold
13.00,5.20,4.50,116.00,Gold
12.50,5.20,5.20,92.00,Gold
12.50,5.00,4.00,0.09,Gold
13.40,5.20,3.00,98.00,Gold
13.35,4.74,11.50,85.00,Gold
16.20,5.10,0.90,29.00,Gold
17.14,5.00,0.60,17.00,Silver
14.30,5.98,10.52,160.00,Gold
16.08,6.90,2.80,155.00,Silver
13.50,5.20,4.00,100.00,Silver
13.50,5.70,4.00,100.00,Gold
14.00,5.80,4.00,120.00,Gold
14.00,5.20,4.00,100.00,Silver
14.00,5.70,4.00,100.00,Gold
13.00,5.20,4.00,100.00,Gold
13.50,5.50,4.00,85.00,Gold
14.00,5.80,4.00,90.00,Gold
14.00,5.70,4.00,125.00,Gold
13.00,5.20,4.00,100.00,Gold
14.00,5.50,4.00,120.00,Gold
14.00,5.50,4.00,90.00,Gold
14.00,5.20,4.00,100.00,Silver
13.50,5.20,4.00,100.00,Gold
14.00,5.70,4.00,120.00,Gold
14.00,5.70,4.80,0.00,Gold
12.97,5.30,4.40,117.00,Gold
14.00,0.10,0.10,0.10,Gold
14.40,4.46,0.00,112.00,Gold
14.00,4.37,0.00,52.00,Gold
14.00,4.84,0.12,85.00,Gold
14.60,4.70,2.70,55.00,Gold
13.00,6.10,5.10,0.00,Gold
12.50,5.90,4.40,0.00,Gold
14.50,6.00,2.50,0.00,Silver
15.00,4.80,0.07,58.00,Silver
12.79,5.05,3.30,60.00,Gold
13.00,5.60,2.80,132.00,Gold
15.00,4.50,1.50,44.00,Gold
13.50,4.80,4.20,186.00,Gold
14.00,4.90,1.50,62.00,Silver
14.20,5.25,0.80,95.00,Gold
13.50,5.25,0.90,94.00,Gold
13.50,5.71,3.00,111.00,Gold
13.50,5.90,0.00,105.00,Gold
14.76,6.38,8.31,108.00,Gold
15.12,6.38,8.31,108.00,Gold
14.20,5.47,12.06,165.00,Gold
15.50,5.80,8.00,90.00,Gold
13.00,4.90,3.20,80.00,Gold
14.50,4.70,0.10,64.00,Gold
15.00,4.90,1.20,57.00,Gold
15.00,5.30,1.19,43.00,Gold
14.50,4.80,0.53,74.00,Gold
15.50,5.40,0.87,61.00,Gold
15.00,4.80,2.10,52.00,Gold
14.50,3.55,0.70,52.00,Gold
13.55,5.45,7.04,155.00,Gold
13.50,5.64,1.00,100.00,Gold
13.50,5.40,0.40,70.00,Gold
15.00,7.00,4.00,0.00,Gold
15.00,7.00,4.00,0.00,Gold
15.00,7.00,4.00,0.00,Gold
14.60,3.17,3.50,26.00,Gold
13.50,5.20,2.80,126.00,Gold
12.50,5.00,1.10,60.00,Gold
14.60,5.20,2.70,44.00,Gold
14.00,4.84,0.12,85.00,Gold
14.90,4.80,2.90,0.41,Gold
13.00,3.35,0.20,84.00,Gold
13.85,5.65,4.50,138.00,Gold
14.00,5.47,0.46,48.00,Silver
14.50,5.80,0.40,60.00,Gold
14.60,5.40,0.40,143.00,Gold
14.20,0.50,0.50,148.00,Gold
14.33,63.05,0.53,0.99,Gold
14.50,6.00,3.00,0.00,Gold
14.00,5.10,2.40,95.00,Gold
13.50,3.21,0.30,80.00,Gold
13.55,3.30,1.83,75.00,Gold
14.00,3.60,2.90,91.00,Gold
14.50,3.50,1.90,94.00,Gold
13.50,3.40,1.30,115.00,Silver
13.50,5.50,2.00,140.00,Gold
14.00,1.25,1.25,95.00,Gold
14.30,3.15,2.40,78.00,Gold
13.50,3.50,2.50,85.00,Gold
13.00,4.80,0.50,106.00,Gold
13.50,5.30,2.00,60.00,Gold
13.50,5.30,2.00,60.00,Gold
13.50,4.80,1.20,42.00,Gold
13.39,5.80,2.60,129.00,Gold
14.50,5.70,1.25,94.00,Silver
14.00,5.70,3.45,99.00,Gold
15.00,4.40,0.50,142.00,Gold
14.50,5.60,1.53,99.00,Silver
12.95,5.49,1.10,32.00,Silver
13.50,5.30,2.00,130.00,Gold
14.07,4.97,1.76,85.00,Gold
13.60,6.00,3.70,0.00,Gold
14.50,6.00,3.80,0.00,Gold
14.39,3.13,3.37,68.00,Gold
14.00,5.30,2.00,60.00,Gold
13.50,5.30,2.00,60.00,Gold
14.00,5.30,2.00,60.00,Silver
14.50,5.53,5.00,150.00,Gold
14.00,6.30,2.00,102.00,Silver
14.10,5.50,3.50,0.00,Gold
13.50,5.50,2.00,0.00,Gold
13.94,5.50,0.20,138.00,Silver
14.50,5.58,5.58,5.59,Gold
13.50,4.62,6.10,88.00,Gold
14.00,5.30,2.00,30.00,Silver
13.50,5.55,1.90,65.00,Gold
14.50,5.70,1.90,5.50,Gold
14.50,5.30,1.80,85.00,Silver
14.90,5.60,3.00,120.00,Gold
13.50,6.10,15.26,120.00,Gold
13.00,6.20,9.89,118.00,Gold
12.70,4.50,5.70,107.00,Gold
14.00,4.30,1.00,82.00,Gold
14.00,4.50,1.00,78.00,Silver
14.80,6.50,2.00,60.00,Gold
12.70,4.84,0.40,107.00,Gold
13.30,4.78,0.60,69.00,Gold
14.00,6.00,0.00,70.00,Gold
14.50,5.40,6.00,120.00,Gold
13.50,5.80,2.00,85.00,Gold
13.50,5.00,5.00,80.00,Gold
13.50,4.80,3.50,80.00,Gold
12.50,5.60,2.20,0.00,Silver
14.50,6.00,3.00,0.00,Gold
14.00,0.69,3.30,88.00,Silver
13.00,5.00,4.00,110.00,Gold
13.00,5.60,4.70,71.00,Silver
13.00,5.60,4.90,72.00,Gold
13.00,5.70,5.70,87.00,Gold
13.00,4.70,3.00,0.00,Gold
13.00,4.90,2.90,89.00,Gold
13.50,5.50,2.50,98.00,Gold
13.50,4.90,2.60,0.00,Gold
13.00,5.10,4.00,0.00,Silver
13.58,5.60,6.00,112.00,Silver
14.25,5.80,12.00,160.00,Gold
14.30,5.60,13.00,168.00,Gold
14.90,5.85,12.00,175.00,Gold
12.70,5.50,1.50,0.00,Gold
14.00,5.30,2.20,97.00,Gold
14.00,5.50,9.00,150.00,Silver
13.50,5.09,0.35,0.00,Gold
13.00,5.00,5.00,50.00,Gold
13.50,5.80,1.30,70.00,Gold
14.50,5.40,1.00,40.00,Gold
13.00,4.88,1.00,61.00,Gold
14.00,5.50,2.50,92.00,Gold
13.00,7.00,4.00,0.00,Gold
13.80,5.30,3.50,135.00,Gold
14.70,5.60,11.00,130.00,Gold
14.00,5.10,4.00,85.00,Gold
14.80,5.50,12.00,160.00,Gold
13.20,5.80,13.00,150.00,Gold
12.96,5.90,1.00,94.00,Gold
13.50,5.00,2.20,0.00,Gold
14.00,6.20,1.90,80.00,Silver
13.40,4.70,2.90,89.00,Silver
12.60,5.30,2.40,0.00,Gold
14.50,5.76,2.76,89.50,Gold
13.50,6.10,2.38,112.00,Gold
13.50,5.00,2.00,87.10,Gold
13.10,5.10,2.51,94.50,Gold
13.90,6.13,1.68,98.70,Silver
14.00,5.60,2.80,0.00,Gold
14.20,5.20,3.90,0.00,Gold
13.00,4.90,1.50,56.00,Gold
13.20,5.00,2.80,86.00,Silver
14.50,5.80,3.50,0.00,Gold
13.30,4.80,3.00,91.00,Gold
13.00,5.90,17.00,130.00,Gold
13.00,5.50,4.50,122.00,Gold
13.00,5.70,4.80,128.00,Gold
14.54,5.53,14.00,45.00,Gold
11.00,4.90,6.90,119.00,Silver
14.00,5.50,4.90,0.00,Silver
14.50,5.20,1.60,80.00,Gold
13.00,5.78,4.90,0.00,Gold
13.50,5.85,4.90,0.00,Gold
13.50,5.70,5.00,0.00,Gold
13.00,5.40,6.10,0.00,Gold
13.75,5.55,3.32,78.00,Gold
14.50,3.32,0.93,58.00,Silver
13.50,5.21,3.70,108.00,Gold
12.70,4.47,5.80,92.00,Silver
13.00,5.20,3.60,0.00,Gold
13.60,5.00,3.30,126.00,Gold
13.50,4.12,3.34,120.00,Gold
14.00,7.51,0.60,54.00,Silver
14.00,4.78,0.13,88.00,Gold
13.50,5.00,2.00,0.00,Silver
14.80,5.70,4.70,0.00,Gold
13.50,5.10,3.20,91.00,Gold
13.20,5.10,2.60,95.00,Gold
14.00,4.40,14.00,75.00,Gold
13.50,4.60,14.00,79.00,Gold
13.56,5.22,14.00,45.00,Gold
13.57,6.21,0.60,49.00,Gold
13.50,5.90,4.20,88.00,Gold
13.00,5.30,1.50,74.00,Gold
14.25,3.60,1.10,62.00,Gold
14.26,3.20,0.51,83.00,Gold
13.50,5.10,2.10,130.00,Gold
13.50,5.10,1.80,120.00,Grand Gold
13.50,5.60,1.90,120.00,Gold
13.50,5.30,2.00,125.00,Gold
14.00,4.80,1.60,54.00,Gold
14.50,4.80,2.10,72.00,Gold
14.50,5.20,2.10,100.00,Gold
14.00,4.80,0.00,77.00,Gold
12.00,5.30,3.50,98.00,Gold
14.00,5.50,1.70,78.00,Gold
14.00,5.50,1.70,78.00,Gold
13.00,5.12,0.72,72.00,Gold
13.00,3.12,3.50,135.00,Gold
14.80,6.40,4.51,79.00,Gold
14.00,4.87,2.25,89.00,Gold
14.00,5.10,1.70,0.71,Gold
13.50,6.20,1.10,150.00,Silver
14.50,4.88,0.40,93.00,Gold
14.22,4.90,1.00,56.00,Gold
13.50,5.10,1.50,120.00,Gold
13.50,5.35,1.50,100.00,Silver
13.00,5.20,5.20,70.00,Silver
13.00,5.58,2.00,96.00,Gold
13.00,5.70,2.80,110.00,Gold
14.50,5.50,5.00,100.00,Gold
12.50,5.10,2.50,90.00,Gold
14.00,5.23,1.77,41.00,Gold
14.00,5.26,1.79,40.00,Gold
14.00,5.20,1.50,35.00,Gold
14.50,5.34,1.62,29.00,Grand Gold
14.00,5.14,1.48,35.00,Gold
14.00,5.12,1.49,36.00,Gold
14.50,5.32,1.61,30.00,Gold
14.00,5.21,1.78,39.00,Gold
13.00,5.10,2.10,130.00,Grand Gold
13.70,5.30,2.30,116.00,Gold
13.50,4.00,2.20,85.00,Silver
