Volumendealcohol,Acidez,Azúcarresidual,Azufre,Medalla
12.50,5.50,1.00,0.00,Gold
13.60,3.40,0.40,45.00,Silver
13.54,3.37,0.30,67.00,Gold
13.54,3.37,0.30,67.00,Silver
13.60,3.40,0.40,45.00,Gold
13.50,5.70,2.10,58.00,Gold
14.50,4.12,1.20,76.00,Gold
13.50,5.50,9.00,110.00,Gold
13.50,5.50,8.90,110.00,Silver
13.50,5.50,8.90,110.00,Gold
13.50,6.00,9.00,130.00,Silver
13.00,5.40,8.90,112.00,Gold
13.50,5.50,8.90,110.00,Silver
13.50,5.50,9.00,110.00,Gold
13.50,5.60,8.50,119.00,Silver
13.50,5.50,9.00,119.00,Gold
13.50,5.70,8.70,110.00,Gold
13.00,5.40,8.90,110.00,Silver
13.50,5.20,1.00,0.00,Silver
13.48,5.80,3.50,91.00,Silver
14.20,5.70,1.30,0.00,Silver
14.30,5.80,1.20,0.00,Grand Gold
15.39,5.52,7.99,0.00,Gold
14.10,5.57,6.05,0.00,Silver
14.50,5.00,2.50,102.00,Gold
14.50,5.32,1.30,91.00,Gold
12.51,3.26,0.00,0.00,Gold
13.02,4.40,2.60,114.00,Gold
13.60,3.60,0.51,115.00,Gold
13.20,3.60,0.64,58.00,Gold
13.10,4.50,2.70,102.00,Gold
14.00,5.30,3.80,148.00,Gold
13.40,5.81,8.10,79.00,Silver
13.00,5.10,0.50,0.90,Silver
13.10,5.10,0.50,0.90,Silver
13.50,5.60,0.50,0.70,Gold
13.50,5.60,0.50,0.00,Silver
13.05,6.01,6.40,69.00,Silver
13.00,4.90,0.40,0.60,Gold
13.30,5.37,7.50,81.00,Silver
13.18,5.28,7.80,70.00,Silver
13.22,5.28,6.50,42.00,Silver
13.30,5.37,7.50,81.00,Silver
14.00,3.73,0.00,0.00,Gold
14.00,3.34,0.00,0.00,Gold
14.00,5.16,2.48,72.00,Silver
12.64,5.00,7.80,149.00,Silver
14.00,4.70,1.20,104.00,Silver
13.80,5.40,2.60,136.00,Gold
14.40,5.00,2.50,134.00,Gold
13.80,5.00,2.80,141.00,Gold
13.00,5.30,8.50,95.00,Gold
13.50,5.60,2.80,88.00,Gold
14.00,5.90,2.78,93.00,Grand Gold
14.00,5.20,4.20,70.00,Gold
14.00,5.40,4.40,72.00,Gold
14.50,5.20,3.00,80.00,Gold
13.50,5.70,2.20,101.00,Gold
14.50,5.80,0.60,140.00,Gold
13.00,4.80,3.50,120.00,Gold
14.50,5.80,0.40,85.00,Gold
13.94,5.20,1.10,145.00,Silver
12.34,3.22,0.20,65.00,Gold
13.00,5.30,1.80,28.00,Gold
13.00,5.60,5.00,0.00,Gold
13.00,5.60,5.00,0.00,Gold
13.00,5.60,5.00,0.00,Gold
15.50,6.30,6.00,0.00,Gold
13.80,5.80,3.00,0.00,Gold
14.00,0.00,0.00,0.00,Gold
12.60,5.50,0.00,64.00,Gold
13.85,3.05,0.30,78.00,Gold
13.40,4.30,3.20,129.00,Silver
14.00,4.87,0.00,71.00,Gold
13.50,5.19,1.60,68.00,Silver
13.00,3.15,0.12,250.50,Silver
14.00,5.40,1.50,134.00,Gold
13.50,6.00,2.30,23.00,Gold
14.00,5.00,1.30,114.00,Gold
15.50,6.30,6.00,1.00,Gold
15.00,5.40,6.50,130.00,Gold
15.90,5.60,7.00,0.00,Gold
16.00,6.30,8.00,0.00,Gold
13.30,5.23,1.90,125.00,Gold
13.89,5.50,0.70,140.00,Gold
13.70,5.34,2.10,145.00,Gold
13.80,5.87,1.60,50.00,Gold
13.90,5.50,0.50,90.00,Silver
14.30,5.52,1.70,70.00,Gold
14.50,5.70,2.10,110.00,Gold
13.80,5.56,2.70,128.00,Gold
14.50,5.60,1.00,73.00,Gold
13.50,3.60,4.50,91.00,Gold
13.05,3.15,2.02,0.00,Gold
13.20,3.28,2.05,0.00,Silver
14.00,5.90,3.30,0.00,Gold
14.10,5.30,1.30,108.00,Silver
14.00,5.40,1.80,92.00,Gold
13.50,5.30,1.70,63.00,Silver
14.00,5.97,2.01,118.00,Silver
14.50,5.51,2.38,125.00,Gold
14.00,5.71,2.08,110.00,Silver
13.50,5.20,2.37,125.00,Silver
13.00,5.43,0.60,165.00,Gold
14.50,5.71,2.23,115.00,Gold
13.50,5.20,2.37,125.00,Gold
14.50,5.51,2.57,120.00,Gold
13.00,5.70,0.00,39.00,Gold
14.00,5.31,2.89,125.00,Silver
13.00,5.30,0.40,0.91,Gold
14.50,4.90,1.60,53.00,Gold
13.70,5.20,7.20,135.00,Gold
13.50,5.30,5.00,130.00,Silver
13.80,4.80,3.20,135.00,Gold
14.20,4.40,2.70,118.00,Silver
13.70,5.00,1.70,143.00,Gold
12.50,5.80,3.40,115.00,Silver
14.00,5.40,1.80,69.00,Gold
13.15,3.50,0.62,84.00,Gold
14.00,0.00,0.00,0.00,Gold
14.00,6.00,2.40,0.00,Gold
14.00,5.20,1.30,76.00,Silver
14.22,5.76,1.80,0.00,Silver
13.50,5.40,2.80,86.00,Gold
14.50,3.60,1.20,0.00,Gold
14.00,5.50,4.20,0.00,Gold
14.50,6.50,3.80,0.00,Gold
13.00,5.30,4.50,0.00,Silver
13.00,6.90,3.90,0.00,Silver
14.10,6.38,10.09,0.00,Gold
14.50,5.17,4.50,0.00,Silver
14.00,6.21,3.80,0.00,Silver
14.50,5.36,3.60,0.00,Gold
13.90,5.14,0.20,80.00,Gold
14.50,5.50,3.10,0.00,Gold
14.00,5.00,1.50,122.00,Silver
13.15,5.50,8.10,133.00,Gold
13.71,5.00,6.10,0.00,Silver
13.50,5.00,1.40,109.00,Gold
13.00,4.40,5.30,107.00,Gold
14.50,4.58,0.60,0.00,Gold
14.50,0.00,0.00,0.00,Gold
13.50,7.00,4.00,0.00,Gold
14.00,6.70,2.22,0.00,Gold
13.50,5.40,1.00,130.00,Gold
13.50,5.10,1.90,120.00,Silver
13.50,4.60,1.30,100.00,Silver
13.88,6.30,8.10,0.00,Gold
13.58,5.03,3.10,73.00,Gold
14.77,6.11,0.50,0.00,Gold
14.79,6.32,1.00,0.00,Gold
14.00,4.90,2.40,0.00,Gold
13.00,4.80,1.90,0.00,Silver
14.00,7.80,1.00,0.00,Gold
14.40,5.60,1.60,98.00,Silver
13.90,5.10,2.50,102.00,Gold
13.72,5.30,4.00,82.00,Gold
13.70,5.20,1.10,115.00,Gold
13.57,5.20,0.50,76.00,Gold
14.00,4.60,2.00,0.00,Gold
13.50,4.70,1.80,0.00,Gold
15.00,5.00,2.00,0.00,Gold
14.04,6.80,0.10,66.00,Gold
12.70,4.70,2.80,54.00,Gold
14.50,4.93,0.80,0.65,Gold
14.00,5.40,6.30,128.00,Silver
14.40,5.15,4.20,0.00,Gold
13.50,3.40,3.33,0.64,Gold
15.00,5.90,1.20,0.00,Silver
13.50,5.50,6.70,134.00,Silver
14.00,283.00,0.00,283.00,Silver
14.30,5.65,4.50,0.00,Gold
13.50,0.56,0.90,83.00,Gold
14.50,5.20,1.90,0.00,Silver
13.50,5.10,1.80,80.00,Gold
13.50,5.25,8.50,38.00,Silver
14.00,5.60,4.30,0.00,Silver
14.00,6.10,3.70,0.00,Gold
13.00,5.40,9.00,38.00,Silver
13.50,5.00,1.90,0.00,Gold
14.00,5.30,2.60,0.00,Gold
14.50,5.80,1.90,0.00,Silver
13.50,5.05,1.30,0.66,Silver
13.50,5.00,4.00,120.00,Silver
14.00,5.40,2.60,0.00,Gold
15.00,5.86,1.30,0.00,Silver
13.50,3.70,2.96,1.05,Silver
13.50,5.30,9.00,38.00,Silver
13.50,3.40,3.33,0.64,Gold
13.00,5.63,3.50,38.00,Gold
14.00,384.00,0.00,384.00,Silver
13.50,5.25,9.10,38.00,Gold
13.50,4.97,3.25,1.00,Silver
13.50,4.87,3.25,1.00,Silver
14.00,5.45,3.20,0.00,Gold
14.50,4.70,1.90,0.00,Silver
13.00,5.70,7.80,38.00,Silver
14.00,3.00,3.10,67.00,Gold
13.00,5.00,3.00,120.00,Silver
14.50,4.73,1.20,0.56,Gold
13.50,5.20,1.90,0.00,Gold
13.84,5.60,10.00,140.00,Gold
13.50,5.00,2.00,110.00,Silver
13.40,4.89,1.20,0.67,Gold
14.00,5.55,8.30,38.00,Silver
13.20,5.25,4.50,0.00,Gold
12.90,5.10,5.50,80.00,Silver
12.50,2.50,7.50,70.00,Gold
13.79,3.36,0.60,0.00,Gold
15.49,3.18,0.40,0.00,Gold
13.22,4.70,6.70,75.00,Gold
13.00,5.50,2.80,0.00,Gold
13.00,5.30,0.40,75.00,Gold
14.50,6.50,1.40,0.00,Silver
13.40,5.70,1.40,0.00,Gold
13.50,4.80,0.90,117.00,Gold
13.00,4.50,6.20,100.00,Gold
13.30,4.70,2.00,142.00,Gold
13.80,4.50,2.30,145.00,Gold
13.50,5.30,1.30,80.00,Silver
14.17,5.40,13.00,135.00,Gold
13.50,5.65,13.50,138.00,Silver
14.84,5.56,7.79,0.00,Gold
13.31,5.50,12.06,0.00,Gold
16.00,5.90,9.50,0.00,Silver
13.84,5.60,7.10,0.00,Gold
14.00,6.20,14.00,145.00,Gold
13.73,5.60,6.70,0.00,Gold
14.50,6.60,3.90,0.00,Gold
13.00,6.30,4.00,0.00,Gold
14.80,6.40,4.00,0.00,Gold
15.00,5.60,2.00,0.00,Gold
14.00,5.70,1.90,0.00,Gold
13.50,6.10,2.10,0.00,Gold
14.50,5.20,4.20,80.00,Gold
13.50,6.25,2.70,0.00,Gold
14.00,5.77,3.90,0.00,Gold
14.00,0.00,1.40,94.00,Gold
14.00,5.40,1.60,0.00,Silver
13.40,5.40,5.80,187.00,Silver
12.89,5.30,6.60,121.00,Gold
14.00,5.10,0.80,140.00,Silver
14.50,5.90,0.00,123.00,Gold
14.00,4.90,0.90,135.00,Silver
13.76,5.20,2.70,121.00,Silver
14.50,4.90,0.00,126.00,Gold
13.98,4.90,4.80,150.00,Gold
15.47,5.80,4.60,121.00,Gold
13.50,4.90,1.60,88.00,Gold
13.00,5.50,0.20,80.00,Gold
15.43,4.70,0.60,114.00,Silver
13.00,5.40,4.00,0.00,Silver
14.10,5.88,4.00,0.00,Gold
13.00,5.20,0.40,93.00,Gold
13.00,5.20,0.50,87.00,Gold
14.90,6.10,10.00,0.00,Gold
14.40,6.05,12.00,0.00,Gold
15.43,6.80,4.90,0.00,Gold
13.50,5.40,4.30,51.00,Gold
14.00,5.10,4.60,20.00,Silver
41.50,3.64,2.61,101.00,Gold
14.61,5.20,0.90,85.00,Grand Gold
14.00,3.60,2.61,93.00,Gold
14.00,3.55,2.47,102.00,Gold
13.00,5.10,3.60,80.00,Silver
14.50,6.10,1.00,90.00,Gold
13.00,5.44,1.78,80.00,Silver
13.91,5.50,0.00,40.00,Silver
13.50,5.90,2.00,60.00,Silver
13.00,4.70,1.90,100.00,Silver
12.84,5.00,0.30,34.00,Gold
13.00,4.60,2.00,90.00,Gold
12.74,4.90,0.10,73.00,Gold
12.82,4.90,0.40,85.00,Gold
13.40,5.01,1.90,91.00,Gold
12.50,0.00,0.00,0.00,Gold
14.50,0.00,0.00,0.00,Gold
13.50,0.00,0.00,0.00,Gold
12.00,0.00,0.00,0.00,Silver
14.30,6.20,0.80,72.00,Silver
13.60,4.50,2.10,80.00,Gold
13.50,4.30,2.50,85.00,Gold
13.50,5.70,2.70,51.00,Gold
13.00,5.75,4.40,70.00,Silver
13.00,5.50,9.00,145.00,Silver
13.00,4.10,8.80,103.00,Gold
13.00,4.00,6.20,119.00,Silver
13.50,5.14,12.40,90.00,Gold
14.50,5.70,6.00,110.00,Gold
13.50,5.40,4.00,150.00,Gold
14.20,5.46,3.26,90.00,Gold
13.90,3.60,1.90,89.00,Silver
13.52,3.35,0.28,110.00,Gold
13.97,3.49,0.20,37.00,Gold
13.00,5.92,0.00,131.00,Gold
13.70,4.40,2.90,106.00,Silver
14.20,4.60,2.70,117.00,Silver
14.40,4.90,2.00,112.00,Silver
14.20,4.70,3.60,117.00,Gold
14.50,4.30,3.40,115.00,Gold
14.50,4.20,3.30,108.00,Gold
13.00,4.90,3.00,0.00,Silver
13.50,3.50,3.00,0.00,Grand Gold
13.50,0.00,0.00,100.00,Silver
13.38,5.20,1.80,0.00,Silver
13.19,5.64,1.50,0.00,Gold
13.16,5.57,1.40,0.00,Gold
13.04,5.37,1.80,0.00,Gold
12.90,5.03,3.00,0.00,Gold
14.00,5.50,3.00,110.00,Gold
13.00,4.80,2.20,63.00,Gold
12.65,5.01,0.70,44.00,Silver
12.81,84.90,0.20,52.00,Gold
13.10,3.06,2.50,0.00,Silver
13.10,3.06,2.50,0.00,Gold
13.00,5.50,1.30,63.00,Gold
13.00,4.25,0.10,107.00,Gold
12.50,4.65,0.98,99.00,Gold
12.50,4.65,1.30,102.00,Gold
13.00,3.50,3.50,83.00,Gold
14.50,5.30,2.40,100.00,Gold
14.00,5.10,2.50,100.00,Gold
14.00,5.80,2.00,100.00,Silver
13.00,5.80,6.00,120.00,Gold
13.50,6.00,4.50,120.00,Gold
13.50,6.00,5.00,120.00,Gold
13.90,0.00,3.00,100.00,Grand Gold
14.75,4.70,3.10,100.00,Gold
13.50,3.22,2.20,90.00,Silver
13.50,3.30,2.30,98.00,Gold
13.50,3.15,2.40,71.00,Gold
14.50,5.60,2.50,60.00,Silver
13.50,0.00,0.00,120.00,Gold
14.00,5.80,6.30,0.92,Silver
14.50,5.00,0.56,42.00,Gold
13.08,5.00,6.20,151.00,Gold
14.30,4.50,5.80,175.00,Gold
14.50,6.20,2.80,64.00,Gold
13.10,5.00,5.30,85.00,Silver
14.00,5.50,4.00,0.44,Gold
13.00,5.80,4.00,0.90,Gold
14.67,5.50,3.20,0.00,Gold
11.90,4.90,2.20,0.00,Gold
13.49,5.50,7.30,0.00,Gold
14.00,5.15,2.05,33.70,Gold
14.50,5.36,2.02,35.00,Gold
14.30,3.72,2.83,37.20,Gold
15.26,6.10,17.30,115.00,Gold
14.04,6.32,10.23,185.00,Silver
12.77,5.69,7.95,105.00,Gold
14.25,6.32,17.50,144.00,Silver
14.56,6.43,13.97,173.00,Gold
14.66,6.47,14.95,144.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
14.00,5.00,0.90,0.00,Gold
14.50,0.00,3.60,0.00,Gold
14.50,3.70,0.00,0.00,Grand Gold
14.50,3.70,0.00,0.00,Gold
14.00,5.20,1.30,0.00,Gold
14.00,5.00,1.90,0.00,Gold
13.50,5.80,8.50,0.00,Gold
13.00,5.50,18.00,0.00,Silver
14.00,5.90,2.70,0.00,Gold
14.50,5.40,2.20,0.00,Silver
14.50,5.50,3.00,0.00,Gold
14.50,5.50,1.00,0.00,Gold
15.00,4.50,0.50,0.00,Gold
14.50,3.10,2.10,0.00,Gold
14.50,5.20,1.90,0.00,Gold
14.00,5.00,1.00,0.00,Gold
14.50,0.00,1.50,0.00,Silver
14.50,5.50,1.50,0.00,Gold
14.00,4.80,1.00,0.00,Gold
14.50,2.90,1.10,0.00,Gold
13.00,2.90,0.80,0.00,Gold
12.00,3.50,9.00,0.00,Gold
15.00,3.00,0.70,0.00,Gold
14.00,3.40,0.70,0.00,Gold
14.00,5.80,2.80,0.00,Gold
13.50,5.20,1.70,0.00,Gold
14.00,5.40,1.40,0.00,Silver
14.50,5.70,0.80,0.00,Grand Gold
14.50,5.20,0.30,0.00,Silver
14.00,3.20,1.40,0.00,Gold
13.50,5.30,10.00,0.00,Gold
13.50,0.00,0.00,0.00,Gold
14.00,5.50,2.60,0.00,Gold
14.50,5.50,2.70,0.00,Gold
14.50,5.70,0.30,0.00,Gold
13.50,5.60,0.40,0.00,Silver
15.00,5.40,3.00,0.00,Silver
13.50,4.80,2.50,0.00,Silver
13.50,5.00,2.50,0.00,Silver
13.00,4.70,2.50,0.00,Silver
14.00,5.50,1.40,0.00,Gold
14.50,5.70,2.50,18.00,Gold
12.50,5.40,7.00,141.00,Silver
13.50,5.00,3.00,92.00,Gold
14.50,4.49,1.70,59.00,Silver
14.50,5.02,1.44,53.00,Gold
12.91,5.31,5.20,51.00,Silver
13.50,5.10,1.90,79.00,Gold
14.75,6.40,2.10,86.00,Gold
15.18,6.40,5.03,109.00,Gold
16.23,5.70,7.50,128.00,Gold
14.50,5.00,2.70,93.00,Silver
13.00,4.30,3.70,89.00,Gold
13.37,5.00,6.30,86.00,Silver
12.49,5.10,5.70,86.00,Gold
13.68,5.70,2.50,98.00,Gold
13.00,0.00,0.00,0.00,Gold
13.00,0.00,0.00,0.00,Gold
13.00,4.70,0.80,103.50,Silver
15.10,6.90,3.80,80.00,Gold
15.20,7.10,3.70,75.00,Gold
14.70,6.30,2.80,70.00,Gold
13.00,5.50,6.80,0.45,Gold
13.00,5.50,6.80,0.45,Gold
14.00,5.60,6.00,0.92,Silver
12.00,5.70,4.00,97.00,Gold
12.50,5.50,2.00,91.00,Gold
14.00,5.70,6.00,3.77,Gold
13.50,5.02,1.08,52.00,Gold
14.60,5.30,3.20,80.00,Gold
13.50,5.00,5.20,86.00,Gold
13.40,4.60,5.80,175.00,Gold
13.50,5.10,6.30,154.00,Gold
11.50,5.40,0.00,83.00,Gold
0.00,5.20,1.50,73.00,Silver
14.00,5.48,0.00,74.00,Gold
12.89,6.00,2.50,100.00,Gold
13.00,3.80,1.90,0.00,Silver
13.00,3.30,0.30,0.00,Silver
13.90,7.24,0.43,175.00,Gold
13.70,7.87,1.09,135.00,Gold
14.50,6.75,1.97,110.00,Gold
12.50,5.62,0.00,90.00,Gold
12.50,5.62,0.00,90.00,Silver
15.00,4.90,3.00,0.93,Grand Gold
13.52,4.60,2.00,0.00,Silver
14.00,4.50,2.80,0.00,Silver
14.50,5.47,3.20,110.00,Silver
12.70,5.10,3.00,0.00,Gold
14.50,5.10,2.10,79.00,Silver
14.80,0.00,0.00,0.00,Gold
14.20,0.00,0.00,0.00,Gold
14.50,0.00,0.00,0.00,Gold
14.00,4.40,1.40,140.00,Silver
14.50,4.40,1.40,143.00,Gold
14.23,5.10,0.00,102.00,Gold
14.00,4.66,1.30,38.00,Silver
14.00,5.34,1.40,62.00,Silver
13.34,6.00,0.70,37.00,Silver
13.10,3.24,1.95,0.00,Silver
13.15,3.20,1.86,0.00,Gold
13.72,5.80,6.00,55.00,Gold
14.00,6.30,8.00,0.42,Gold
14.00,3.31,3.96,0.79,Silver
13.00,2.76,1.07,0.00,Gold
14.50,5.70,5.90,122.00,Gold
14.00,5.50,6.40,118.00,Gold
13.00,4.70,4.00,95.00,Gold
13.50,5.70,7.50,0.90,Gold
14.00,6.10,10.00,0.42,Silver
14.00,6.00,14.00,120.00,Gold
14.00,5.80,10.00,0.42,Gold
14.00,5.50,8.00,0.42,Gold
12.91,5.47,9.00,80.00,Silver
13.55,5.50,9.00,105.00,Gold
13.45,5.49,9.20,105.00,Gold
13.10,3.71,7.40,110.00,Gold
14.00,3.82,10.40,110.00,Silver
13.06,3.55,2.00,660.00,Gold
12.60,3.41,5.30,117.00,Gold
13.60,3.36,1.50,40.00,Gold
12.40,3.63,6.80,90.00,Silver
14.06,5.30,1.40,112.00,Silver
14.50,5.40,4.00,75.00,Gold
14.20,5.58,3.08,125.00,Silver
13.40,5.81,4.50,76.00,Silver
14.40,5.93,2.05,87.00,Silver
14.40,5.58,3.46,115.00,Silver
14.20,6.12,2.89,120.00,Gold
12.95,5.00,6.50,0.00,Gold
13.74,6.20,0.50,33.00,Silver
14.00,4.60,2.00,1.00,Gold
14.50,5.00,1.00,100.00,Silver
13.00,5.10,1.50,85.00,Silver
13.50,5.30,3.50,67.00,Silver
12.00,5.10,2.80,85.00,Silver
15.00,4.90,1.90,0.00,Silver
13.76,5.08,1.70,95.00,Gold
13.50,5.70,3.00,120.00,Gold
14.00,5.50,3.00,110.00,Silver
14.00,5.50,3.00,130.00,Gold
14.00,5.40,2.70,0.00,Gold
13.00,5.20,1.80,87.00,Silver
12.43,3.20,0.25,62.00,Gold
14.50,4.97,0.80,71.00,Gold
14.50,5.98,0.70,36.00,Gold
13.00,3.00,1.90,36.00,Silver
13.50,3.30,1.90,67.00,Silver
14.50,3.70,2.20,57.00,Silver
14.50,3.50,0.90,32.00,Gold
13.00,3.50,0.40,104.00,Silver
13.00,5.03,0.20,48.00,Gold
14.00,3.60,0.70,75.00,Gold
13.50,3.30,1.90,47.00,Silver
13.50,3.40,2.20,76.00,Silver
13.50,3.20,0.60,88.00,Gold
14.51,5.00,2.70,124.00,Gold
14.50,5.10,1.00,70.00,Gold
14.00,4.35,4.50,0.00,Silver
16.50,6.40,0.70,78.00,Gold
14.50,5.12,3.22,0.00,Gold
14.50,5.11,3.40,0.00,Silver
14.50,5.20,3.07,0.00,Gold
14.40,5.80,3.70,47.00,Gold
14.50,5.70,3.40,43.00,Silver
14.50,5.90,3.30,59.00,Gold
14.48,6.10,4.20,52.00,Silver
14.50,4.70,2.50,92.00,Gold
14.50,4.52,1.60,71.00,Gold
14.50,4.71,2.70,44.00,Silver
14.50,4.52,1.50,61.00,Gold
14.00,4.80,6.50,0.00,Silver
15.10,6.35,10.90,0.00,Silver
14.76,6.05,8.70,0.00,Silver
13.50,5.10,1.80,80.00,Gold
13.50,5.10,1.40,68.00,Gold
13.80,5.15,1.40,72.00,Gold
14.50,4.77,2.20,132.00,Gold
13.80,5.27,1.40,81.00,Gold
13.80,6.14,1.30,64.00,Gold
13.60,5.42,1.60,73.00,Gold
13.20,5.70,1.70,72.00,Silver
13.00,6.02,1.60,68.00,Silver
13.80,5.35,1.70,65.00,Gold
13.40,5.42,1.40,74.00,Gold
13.50,5.80,5.70,92.00,Gold
13.95,3.41,2.20,86.00,Gold
12.50,5.09,3.30,72.00,Silver
13.50,5.30,3.80,70.00,Silver
13.70,4.97,1.50,82.00,Silver
13.00,5.60,3.40,0.00,Gold
13.30,5.90,2.60,0.00,Gold
13.45,3.27,0.20,0.00,Gold
13.00,5.70,2.80,101.00,Gold
13.00,5.17,2.80,0.94,Silver
13.00,5.10,4.00,100.00,Gold
13.00,5.30,4.00,100.00,Gold
13.00,5.20,4.00,100.00,Silver
13.00,5.30,4.00,100.00,Gold
13.50,5.09,1.15,99.00,Silver
13.50,5.43,3.15,92.00,Silver
15.00,4.60,2.20,110.00,Silver
14.50,5.50,1.40,65.00,Silver
14.00,5.00,1.60,80.00,Silver
13.00,4.90,10.20,90.00,Gold
13.70,5.25,3.76,99.20,Silver
14.70,4.95,2.59,122.25,Gold
13.90,4.87,3.88,149.72,Silver
14.00,3.78,0.00,0.00,Gold
13.50,4.80,3.20,92.00,Gold
14.50,4.60,0.30,98.00,Silver
15.20,5.60,1.40,73.00,Gold
15.20,5.60,1.40,73.00,Silver
14.14,4.50,5.50,175.00,Silver
14.11,4.50,5.50,175.00,Silver
14.50,5.75,2.58,0.00,Gold
12.84,3.36,0.20,65.00,Silver
13.24,3.45,0.20,101.00,Silver
13.00,3.15,0.20,82.00,Silver
12.89,3.28,0.20,90.00,Silver
13.39,3.05,0.20,75.00,Silver
14.50,5.30,1.90,0.00,Silver
14.00,5.20,1.90,0.00,Gold
14.60,5.70,1.90,0.00,Gold
14.60,5.60,1.90,0.00,Gold
14.60,5.70,1.90,0.00,Gold
14.50,5.60,1.20,55.00,Silver
14.50,5.70,2.50,125.00,Silver
14.00,5.80,3.00,125.00,Silver
13.90,5.80,2.00,125.00,Silver
13.56,3.41,0.76,0.00,Gold
13.56,3.40,0.73,0.00,Gold
13.74,3.38,0.68,0.00,Silver
13.94,3.42,0.73,0.00,Silver
13.50,5.89,10.20,118.00,Gold
13.50,5.50,8.90,110.00,Gold
14.00,5.80,7.00,130.00,Gold
13.50,5.50,8.90,110.00,Gold
13.50,5.80,11.00,110.00,Gold
13.50,5.50,8.90,110.00,Gold
14.00,6.19,10.00,110.00,Silver
13.50,5.50,8.90,110.00,Gold
13.30,5.20,10.00,140.00,Gold
13.65,5.05,1.90,0.00,Silver
13.05,3.20,1.99,0.00,Gold
13.15,3.25,1.94,0.00,Silver
13.62,5.20,1.40,70.00,Gold
13.11,4.90,1.60,57.00,Gold
14.00,3.02,0.00,0.00,Gold
14.00,5.70,8.50,0.00,Silver
14.00,5.30,2.60,0.00,Grand Gold
14.00,5.40,2.60,0.00,Gold
13.00,5.00,3.00,150.00,Gold
15.00,5.30,2.60,95.00,Gold
14.50,4.50,3.00,102.00,Gold
14.00,4.50,2.50,102.00,Silver
14.00,4.50,2.50,102.00,Gold
13.50,3.50,2.90,3.59,Gold
14.00,3.80,2.42,3.20,Gold
13.50,5.50,12.00,0.00,Gold
14.50,5.10,1.20,89.00,Gold
14.50,5.10,0.90,111.00,Gold
13.50,4.50,0.50,86.00,Gold
14.00,4.70,0.50,88.00,Gold
14.00,5.10,1.20,65.00,Silver
14.00,5.75,2.20,0.00,Silver
14.50,5.30,2.10,0.00,Silver
14.00,5.60,2.00,0.00,Silver
14.00,6.00,1.30,0.80,Gold
12.85,5.70,1.50,90.00,Gold
13.00,3.15,2.10,0.00,Gold
13.40,6.20,1.80,0.00,Gold
13.00,6.50,2.50,90.00,Gold
13.00,5.50,2.00,88.00,Gold
13.00,6.30,2.50,90.00,Gold
14.00,5.30,0.50,0.00,Gold
13.00,5.10,5.00,98.00,Silver
13.00,4.90,1.10,104.00,Silver
13.00,5.10,1.00,98.00,Gold
13.00,5.10,5.00,98.00,Silver
13.50,5.50,2.00,0.00,Gold
14.50,5.20,1.20,0.00,Gold
14.50,4.85,1.20,0.00,Silver
13.50,5.05,1.90,0.00,Gold
13.40,4.89,1.90,0.00,Silver
14.00,5.40,0.70,0.00,Silver
12.27,4.90,6.60,144.00,Silver
14.30,5.10,2.00,54.00,Silver
12.50,3.17,0.10,84.00,Silver
12.50,3.04,0.10,71.00,Silver
13.00,3.00,0.10,70.00,Silver
13.00,3.00,0.10,70.00,Silver
12.50,3.17,0.10,76.00,Silver
12.50,3.17,0.10,76.00,Silver
12.50,3.04,0.10,71.00,Silver
12.50,3.40,2.00,120.00,Silver
14.15,6.36,3.50,75.00,Gold
14.10,5.80,3.30,110.00,Gold
13.80,5.50,3.25,110.00,Silver
14.00,6.12,2.10,120.00,Gold
13.90,5.50,2.90,105.00,Gold
13.00,3.75,1.55,55.00,Silver
13.41,4.30,2.80,104.00,Silver
13.50,5.02,0.90,96.00,Silver
14.00,4.50,1.50,0.00,Silver
13.90,5.35,1.80,78.00,Gold
14.00,5.40,2.70,43.00,Gold
14.00,5.40,2.70,43.00,Gold
12.80,5.07,2.70,90.00,Silver
13.90,5.70,2.60,130.00,Gold
14.30,5.95,2.40,100.00,Silver
13.50,4.80,1.60,0.00,Silver
13.50,5.80,1.90,0.00,Gold
13.50,5.95,2.20,0.00,Silver
13.00,3.60,1.80,0.00,Silver
13.00,4.80,3.38,0.00,Silver
12.80,4.90,4.00,0.00,Silver
12.50,5.10,6.20,131.00,Silver
14.38,2.50,2.40,54.00,Silver
13.67,3.31,0.49,0.00,Gold
13.30,4.20,2.30,147.00,Gold
13.30,4.60,1.50,94.00,Silver
13.50,0.51,2.00,0.00,Silver
14.50,4.70,1.80,0.00,Gold
13.50,5.00,2.00,0.00,Silver
12.00,4.89,2.80,0.00,Silver
13.50,4.89,2.80,0.00,Silver
13.80,5.50,2.00,0.00,Gold
13.50,5.00,2.00,0.00,Gold
13.50,6.00,1.20,0.00,Gold
14.08,6.33,9.35,160.00,Silver
13.00,0.00,0.00,0.00,Gold
14.50,0.40,2.00,0.00,Silver
13.50,5.75,5.75,0.00,Silver
13.50,0.00,0.00,0.00,Gold
13.75,5.50,5.80,0.00,Gold
13.50,5.33,2.20,98.00,Grand Gold
12.50,5.40,0.50,0.00,Silver
13.00,3.74,4.10,70.00,Silver
13.00,5.00,5.00,110.00,Gold
