Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Bio,Medalla
Berlin -Edición de verano- 2019,Encinares Bio Vino de la Tierra Castilla,2018,Bodegas Isidro Milagro S.A.,España,Castilla,Vino tranquilo,Semi seco,tanque de acero,tinto,"Tempranillo, Syrah",13,"5,6","9,8",0,No especificado,Sí,Silver
Berlin -Edición de verano- 2019,Finca de la Vega Crianza,2015,Bodegas Isidro Milagro S.A.,España,La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Syrah, Tempranillo, Merlot","13,5","5,2","0,2",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Bordeaux Supérieur Barrique,2017,Grands Vins de Gironde GVG,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Merlot",13,"5,2","0,5",0,"3,39",No,Gold
Berlin -Edición de verano- 2019,Alaris Malbec Reserve,2017,Grupo Peñaflor S.A. (Planta Coquimbito),Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Malbec,14,"5,5","1,7",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Nero d'Avola Merlot Sicilia DOC Giacondi,2018,Latentia Winery SPA,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Nero d´Avola, Merlot",13,"5,3","4,2",0,"2,79",No,Gold
Berlin -Edición de verano- 2019,EL VIAJE DE RAMON TEMPRANILLO,2018,Bodegas Ramón Bilbao,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,85","5,45","1,2",0,"5,99",No,Gold
Berlin -Edición de verano- 2019,EL VIAJE DE RAMON RESERVA TEMPRANILLO,2015,Bodegas Ramón Bilbao,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,92","5,7","0,9",0,"5,99",No,Gold
Berlin -Edición de verano- 2019,CASTILLO VIENTO RIOJA CRIANZA DOCA,2015,BODEGAS CRIADORES DE RIOJA,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"4,8","0,6",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Novantaceppi Primitivo Puglia IGT,2018,Latentia Winery SPA,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,"13,5","6,4",10,0,"4,99",No,Gold
Berlin -Edición de verano- 2019,BARACCA & FASSOLDI ROSSO TOSCANA IGT,2016,Castellani Fattorie & Cantine s.p.a.,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,"Sangiovese, Ciliegiolo",13,"5,5","5,6",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Württemberger Schwarzriesling,2017,WÜRTTEMBERGISCHE WEINGÄRTNER,Alemania,Württemberg,Vino tranquilo,semi dulce,tanque de acero,tinto,Schwarzriesling,"11,5","4,63","21,6",0,"3,79",No,Gold
Berlin -Edición de verano- 2019,"""Vero D’Oro"" Amarone",2015,Casa Vinicola Sartori,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Cabernet, Corvina, Corvinone",15,"5,6","7,8",150,35,No,Gold
Berlin -Edición de verano- 2019,RUMORS ROBLE,2018,Hacienda Terra Duro,España,D.O. TORO,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tinto de Toro,"14,5","5,05","1,4",57,5,No,Gold
Berlin -Edición de verano- 2019,TAURASI FUSONERO DOCG,2015,Villa Matilde SS,Italia,Kampanien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Aglianico,14,6,"0,3",98,19,No,Gold
Berlin -Edición de verano- 2019,FALERNO DEL MASSICO ROSSO DOP,2014,Villa Matilde SS,Italia,Kampanien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Aglianico, Piedirosso","13,5","5,4","4,1",105,"8,4",No,Gold
Berlin -Edición de verano- 2019,Legon Crianza,2017,Bodegas Vina Vilano,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"14,8","5,1","0,3",48,"8,75",No,Silver
Berlin -Edición de verano- 2019,Legon Roble,2018,Bodegas Vina Vilano,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,8","5,31","1,6",34,"5,9",No,Gold
Berlin -Edición de verano- 2019,"BBQer Malbec Mendoza, Argentinien 2018",2018,Finca Agostino,Argentina,Mendoza,Vino tranquilo,Seco,tanque de acero,tinto,"Malbec, Merlot",13,"4,85",1,113,"3,59",No,Gold
Berlin -Edición de verano- 2019,Magnifico,2017,Bodegas Ignacio Marin,España,Aragonien,Vino tranquilo,Seco,No especificado,tinto,Garnacha,"13,2","3,1","2,3",90,"2,99",No,Gold
Berlin -Edición de verano- 2019,Castillo de Embid,2016,Bodegas Ignacio Marin,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Garnacha","13,5","3,2","0,8",100,"2,99",No,Gold
Berlin -Edición de verano- 2019,Almocreve Colheita Especial,2016,Lidl & CIA.,Portugal,Regional Alentejano,Vino tranquilo,afrutado,maduración en barrica de madera,tinto,"Alicante Bouschet, Touriga Nacional, Aragonez, Trincadeira",13,"5,6",8,30,"3,99",No,Gold
Berlin -Edición de verano- 2019,Barton & Guestier Bordeaux Rouge,2016,Barton & Guestier,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","12,5","3,36","1,5",0,"7,99",No,Gold
Berlin -Edición de verano- 2019,Barton & Guestier Merlot Rérserve,2017,Barton & Guestier,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","3,01","3,7",0,"6,29",No,Gold
Berlin -Edición de verano- 2019,Barton & Guestier Château Magnol Cru Bourgeois,2015,Barton & Guestier,Francia,Médoc,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Merlot, Cabernet Sauvignon","13,5","3,16","1,9",56,"22,99",No,Gold
Berlin -Edición de verano- 2019,Duck Point Hawkes Bay Merlot,2015,Poulter Group UK Limited,Nueva Zelanda,Hawke's Bay,Vino tranquilo,Seco,tanque de acero,tinto,"Malbec, Cabernet Franc, Merlot, Cabernet Sauvignon","13,5","5,9","0,1",140,"6,99",No,Gold
Berlin -Edición de verano- 2019,Emma Primitivo Puglia Igp,2018,Cantine San Marzano,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,"13,5","5,7",11,119,"9,9",No,Gold
Berlin -Edición de verano- 2019,FAUSTINO VII TINTO,2018,Bodegas Faustino,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,1","5,4","1,9",101,"5,2",No,Silver
Berlin -Edición de verano- 2019,MASTRI VERNACOLI CABERNET SAUVIGNON TRENTINO DOC,2018,Cavit,Italia,Trentino,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,"12,8","4,75",3,90,"5,9",No,Gold
Berlin -Edición de verano- 2019,Chevalier Arno IGP Pays d'Hérault,2018,Les Producteurs Reunis,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Carignan,"12,7","4,62","10,9",85,"5,99",No,Gold
Berlin -Edición de verano- 2019,Rouge Château la Tour de l'Evêque,2014,GFA Château la Tour de l'Evêque,Francia,Provence und Korsika,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Cabernet Sauvignon",14,"3,38","1,1",0,16,Sí,Gold
Berlin -Edición de verano- 2019,Palador Reserva,2014,Bodegas Valdelana,España,La Rioja,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Graciano","14,4","5,83","2,1",54,19,No,Gold
Berlin -Edición de verano- 2019,Kore Syrah,2017,Cantine Colomba Bianca Società Cooperativa Agricola,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,14,"5,1",7,91,"14,9",Sí,Gold
Berlin -Edición de verano- 2019,Primitivo di Manduria DOC,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,68","5,74","10,4",130,"10,2",No,Gold
Berlin -Edición de verano- 2019,Primitivo IGP Salento,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"16,67","5,32","16,9",120,"14,5",No,Gold
Berlin -Edición de verano- 2019,Salice Salentino DOC,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Negroamaro,"13,68","6,15","9,01",144,"8,04",No,Silver
Berlin -Edición de verano- 2019,Nero di Troia Puglia IGP,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nero di Troia,"14,69","5,56","9,9",129,"8,04",No,Gold
Berlin -Edición de verano- 2019,Nardelli- Apassimento Puglia IGP,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Nero di Troia, Merlot, Negroamaro, Primitivo","14,34","5,68","11,4",154,"3,91",No,Gold
Berlin -Edición de verano- 2019,Appassimento Edizione,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Primitivo, Nero di Troia, Merlot","14,68","5,68","11,9",149,"5,72",No,Gold
Berlin -Edición de verano- 2019,Monte Tessa,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Primitivo, Nero di Troia, Merlot","14,68","5,68","11,9",149,"5,72",No,Gold
Berlin -Edición de verano- 2019,Nero di Troia,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nero di Troia,"13,14","5,32","10,14",136,"3,4",No,Gold
Berlin -Edición de verano- 2019,Monte Tessa,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nero di Troia,"13,14","5,32","10,14",136,"3,4",No,Gold
Berlin -Edición de verano- 2019,Nero di Troia - Primitivo,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Nero di Troia, Primitivo","14,06","5,26","11,2",139,"4,06",No,Gold
Berlin -Edición de verano- 2019,Due Terre - Vino Rosso d'Italia,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Negroamaro, Gaglioppo, Primitivo, Magliocco","14,78","5,91","9,61",143,"6,96",No,Silver
Berlin -Edición de verano- 2019,Primitivo,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,72","5,67","9,92",132,"8,66",No,Gold
Berlin -Edición de verano- 2019,Monte Tessa,2018,LORUSSO MICHELE S.A.S.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,72","5,67","9,92",132,"8,66",No,Gold
Berlin -Edición de verano- 2019,Barbera d'Asti D.O.C.G.,2018,Fratelli Martini Secondo Luigi,Italia,Piemont,Vino tranquilo,Seco,tanque de acero,tinto,"Barbera, Otros varietales","12,5","5,7",4,130,No especificado,No,Gold
Berlin -Edición de verano- 2019,Viña La Nava Crianza,2015,Bodegas Piedemonte,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo, Merlot","14,5","5,4","1,1",96,"6,95",No,Gold
Berlin -Edición de verano- 2019,Palacio de Navas Eras,2015,Bodegas Piedemonte,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo, Merlot","14,5","5,4","1,1",96,"6,95",No,Gold
Berlin -Edición de verano- 2019,Sassopiano Montepulciano D'Abruzzo,2018,Cantina Tollo S.C.A.,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Montepulciano d´ Abruzzo,"13,5","5,26","7,5",120,"4,99",No,Gold
Berlin -Edición de verano- 2019,Cantina Tollo MO' Montepulciano d'Abruzzo DOP Riserva,2015,Cantina Tollo S.C.A.,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Montepulciano d´ Abruzzo,"13,5","5,6","5,7",134,18,No,Silver
Berlin -Edición de verano- 2019,Bellanova Rosso Salento Igp,2018,OSM,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Aglianico, Malvasia Nera, Sangiovese",13,"5,7",10,120,"2,99",No,Gold
Berlin -Edición de verano- 2019,Amarone della Valpolicella Docg Cadis,2016,Cantina di Soave,Italia,,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Molinara, Corvina, Rondinella","15,5","5,5",7,148,"19,9",No,Gold
Berlin -Edición de verano- 2019,Clos Lupo Reserva,2015,Esencia Wines Cellars,España,Región de Murcia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Monastrell, Cabernet Sauvignon","13,5","5,2","5,73",158,"6,95",No,Gold
Berlin -Edición de verano- 2019,Oltre Salice Salentino Dop Rosso Riserva,2015,otri del salento s.r.l.s.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Negroamaro, Malvasia Nera di Lecce","14,5",0,2,50,10,No,Gold
Berlin -Edición de verano- 2019,Finca Santa Bella Malbec,2018,Pena Flor S.A..,Argentina,San Juan,Vino tranquilo,Seco,tanque de acero,tinto,Malbec,13,"3,38","4,75",9,"6,99",No,Silver
Berlin -Edición de verano- 2019,Picadora Reserva Carmenere,2018,Matetic Wine Group,Chile,Central Valley,Vino tranquilo,Seco,tanque de acero,tinto,Carmenère,"13,5","5,2","3,5","3,7","4,99",No,Gold
Berlin -Edición de verano- 2019,San Luigi Collezione di Famiglia Primitvo Puglia IGT,2018,ANGELO ROCCA & FIGLI,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,13,"5,3",10,11,"5,99",No,Gold
Berlin -Edición de verano- 2019,Castillo Santa Paulina Carmenere Reserva Colchagua Valley,2018,Matetic Wine Group,Chile,Central Valley,Vino tranquilo,Seco,tanque de acero,tinto,Carmenère,"13,5","5,2","3,5","3,7","5,99",No,Gold
Berlin -Edición de verano- 2019,Caballo de Oro Valdepenas DO Gran Reserva,2008,Bodegas Navarro Lopez,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,1",4,45,"9,99",No,Gold
Berlin -Edición de verano- 2019,Caballo de Oro Valdepenas DOP Reserva,2012,Bodegas Navarro Lopez,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,1","3,7",90,"6,99",No,Gold
Berlin -Edición de verano- 2019,Vipra Red Blend,sin añada,Gruppo Italiano Vini S.p.A.,Italia,Umbrien,Vino tranquilo,Semi seco,tanque de acero,tinto,Otros varietales,"13,5","5,06","10,7",150,"3,99",No,Gold
Berlin -Edición de verano- 2019,Edeka Amarone della Valpolicella DOCG Via al Castello,2015,Gruppo Italiano Vini S.p.A.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Corvina, Rondinella",15,"5,5",7,140,"15,99",No,Gold
Berlin -Edición de verano- 2019,Bolla Amarone della Valpolicella Classico DOCG,2014,Gruppo Italiano Vini S.p.A.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Rondinella, Corvina, Corvinone",15,"5,5","2,3",120,"28,99",No,Gold
Berlin -Edición de verano- 2019,Machiavelli Albergaccio Rosso di Toscana IGT,2017,Gruppo Italiano Vini S.p.A.,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,Sangiovese,14,"4,9","2,5",38,"7,99",No,Gold
Berlin -Edición de verano- 2019,Kendermanns Dornfelder,2018,Reh Kendermann GmbH Weinkellerei,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,12,"4,7","5,5",95,"3,99",No,Gold
Berlin -Edición de verano- 2019,Pfalz Pinot Noir trocken   Peter und Peter,2017,Zimmermann-Graeff & Müller GmbH,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"12,31","5,3","6,6",114,"5,99",No,Gold
Berlin -Edición de verano- 2019,Pfalz Cabernet Sauvignon Barrique trocken,2017,Zimmermann-Graeff & Müller GmbH,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"12,4","6,1",6,174,"4,49",No,Gold
Berlin -Edición de verano- 2019,Rosenmuskateller,2018,Familienweingut Braun,Alemania,Franken,Vino tranquilo,dulce,tanque de acero,tinto,Rosenmuskateller,14,"6,6","51,2",171,12,No,Gold
Berlin -Edición de verano- 2019,Rosenmuskateller,2018,Familienweingut Braun,Alemania,Franken,Vino tranquilo,Dulzura natural,tanque de acero,tinto,Rosenmuskateller,"11,5","6,6","126,1",212,20,No,Silver
Berlin -Edición de verano- 2019,Premium Rotspon Réserve Spéciale,2017,Hawesko,Francia,Pays d'Oc,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Grenache, Cinsault, Carignan","12,7","4,47","5,8",92,"8,95",No,Gold
Berlin -Edición de verano- 2019,McGuigan Black Label Shiraz,2018,AV - Australian Vintage LTD,Australia,South Eastern Australia,Vino tranquilo,Seco,No especificado,tinto,Shiraz,0,0,0,0,"6,9",No,Gold
Berlin -Edición de verano- 2019,Australien Shiraz trocken,2018,Zimmermann-Graeff & Müller GmbH,Australia,South Eastern Australia,Vino tranquilo,Seco,tanque de acero,tinto,Shiraz,"13,7","5,6","6,3",152,"2,99",No,Gold
Berlin -Edición de verano- 2019,Viñedos y Bodegas Pablo Algairen Edición Limitada,2015,Viñedos y Bodegas Pablo,España,Cariñena,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,14,"5,25","1,95",0,"6,9",No,Gold
Berlin -Edición de verano- 2019,Federici Roma Rosso Collezione Privata,2018,Azienda Vinicola Federici S.r.l.,Italia,Latium,Vino tranquilo,Seco,No especificado,tinto,"Montepulciano, Cesanese","13,5",5,13,0,"10,9",No,Gold
Berlin -Edición de verano- 2019,Reserva do Paul - Grande Reserva,2014,"Quinta Monteiro de Matos, LDA",Portugal,Tejo,Vino tranquilo,Seco,tanque de acero,tinto,"Touriga Nacional, Syrah","16,5","6,9","2,8",122,40,No,Gold
Berlin -Edición de verano- 2019,LFE900 Single Vineyard,2015,Viña Luis Felipe Edwards,Chile,Colchagua,Vino tranquilo,Seco,No especificado,tinto,"Cabernet Sauvignon, Petit Verdot, Syrah, Petit Syrah","14,7","4,91","2,34",98,13,No,Gold
Berlin -Edición de verano- 2019,Reserva Carmenere,2018,Viña Luis Felipe Edwards,Chile,Colchagua,Vino tranquilo,Seco,No especificado,tinto,"Syrah, Carmenère, Merlot","14,3","5,33","3,2",62,"5,5",No,Gold
Berlin -Edición de verano- 2019,Reserva Merlot,2018,Viña Luis Felipe Edwards,Chile,Colchagua,Vino tranquilo,Seco,No especificado,tinto,"Petit Syrah, Merlot, Syrah","13,8","4,73","2,88",50,"5,5",No,Silver
Berlin -Edición de verano- 2019,Nederburg Varietals Shiraz,2018,distell,Sudáfrica,Western Cape,Vino tranquilo,Seco,tanque de acero,tinto,Shiraz,"13,5","5,2","6,8",0,"5,99",No,Gold
Berlin -Edición de verano- 2019,Plaisir De Merle Petit Plaisir,2017,distell,Sudáfrica,Western Cape,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Franc, Shiraz, Cabernet Sauvignon",14,"5,8",4,0,"7,99",No,Gold
Berlin -Edición de verano- 2019,Nederburg Varietals Cabernet Sauvignon,2018,distell,Sudáfrica,Western Cape,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Sauvignon,"13,5","5,3","7,7",0,"8,99",No,Gold
Berlin -Edición de verano- 2019,TWO OCEANS Cabernet Sauvignon MERLOT,2018,distell,Sudáfrica,Western Cape,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon",13,"5,28","5,5",0,"4,49",No,Gold
Berlin -Edición de verano- 2019,Nederburg Varietals Pinotage,2018,distell,Sudáfrica,Western Cape,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Pinotage,14,"4,9","7,4",0,"8,99",No,Silver
Berlin -Edición de verano- 2019,Burlwood Zinfandel,2018,E. & J. Gallo Winery,Estados Unidos,California,Vino tranquilo,Seco,tanque de acero,tinto,Zinfandel,"13,5","5,4","3,1",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Lidl Rosso di merlot TI DOC,2017,Vini & Distillati SA,Suiza,Ticino,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"12,9","4,9","0,1",55,9,No,Gold
Berlin -Edición de verano- 2019,Bodegas Volver Tarima Monastrell Edición Limitada,2016,"Bodegas Volver, S.L.",España,D.O. Alicante,Vino tranquilo,Seco,No especificado,tinto,Monastrell,"14,5","5,28","2,15",0,"7,9",Sí,Gold
Berlin -Edición de verano- 2019,"Porrais, Red, 2017",2017,Sociedade Agricola Quinta de Porrais,Portugal,Douro,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tinta Barocca, Touriga Nacional, Souzao, Touriga Franca",14,"5,4","3,72",94,"3,75",No,Gold
Berlin -Edición de verano- 2019,Slovak Valley,2018,"Sky Group Slovakia, s.r.o.",Eslovaquia,Malokarpatská,Vino tranquilo,Seco,No especificado,tinto,Alibernet,"11,79","6,73","1,85",96,5,No,Silver
Berlin -Edición de verano- 2019,Tawny Port red,sin añada,companhia uniao dos vinhos do porto e madeira,Portugal,Porto,Vino de Oporto,dulce,maduración en barrica de madera,tinto,Cuvée,"19,05","4,1","92,8",44,No especificado,No,Gold
Berlin -Edición de verano- 2019,3 Passo Rosso Bio 2018,2018,Cielo E Terra,Italia,k.A,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,"Negroamaro, Primitivo",14,"5,3","7,5",95,"8,3",Sí,Silver
Berlin -Edición de verano- 2019,"Blaufränkisch No.1 0,75lt",2018,Weinkellerei Pannonia,Austria,Burgenalnd,Vino tranquilo,Semi seco,tanque de acero,tinto,Blaufränkisch,"12,9","4,7","12,8",115,"2,99",No,Gold
Berlin -Edición de verano- 2019,Alceño 12 Meses,2014,Bodegas Alceño,España,Jumilla,Vino tranquilo,Seco,No especificado,tinto,Monastrell,"14,5","5,5","4,2",0,"7,5",No,Gold
Berlin -Edición de verano- 2019,Alceño 50 Barricas,2015,Bodegas Alceño,España,Jumilla,Vino tranquilo,Seco,No especificado,tinto,Shiraz,"14,5","5,6","4,1",0,"8,9",No,Gold
Berlin -Edición de verano- 2019,Baglio Gibellina U...Passimiento DOC Sicilia,2018,Baglio Gibellina,Italia,Siclia,Vino tranquilo,Seco,tanque de acero,tinto,"Nero d´Avola, Frappato","13,5","5,89","15,26",120,14,No,Silver
Berlin -Edición de verano- 2019,Baglio Gibellina Assurdo Rosso IGT Terre Siciliane,2013,Baglio Gibellina,Italia,Siclia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Pinot Nero, Nero d´Avola",14,"5,65","9,49",120,14,No,Gold
Berlin -Edición de verano- 2019,"QbA rot ""Heimlese""",2018,Andreas Oster Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,No especificado,tinto,"Spätburgunder, Dornfelder, Cabernet Sauvignon","12,79","5,9","3,6",139,No especificado,No,Gold
Berlin -Edición de verano- 2019,Dornfelder QbA,2018,Andreas Oster Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,No especificado,tinto,Dornfelder,"12,57","5,5","5,3",143,No especificado,No,Gold
Berlin -Edición de verano- 2019,Dornfelder QbA Barrique,2017,Andreas Oster Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Dornfelder,"12,92","5,5","3,1",148,No especificado,No,Silver
Berlin -Edición de verano- 2019,Rheinhessen Dornfelder trocken,2017,Zimmermann-Graeff & Müller GmbH,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,01","5,2","6,9",135,"2,99",No,Gold
Berlin -Edición de verano- 2019,Dornfelder QbA,2018,Andreas Oster Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,No especificado,tinto,Dornfelder,"99,2","5,5","5,3",143,No especificado,No,Gold
Berlin -Edición de verano- 2019,Dornfelder trocken,2018,Reh Kendermann GmbH Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,62","4,9","5,3",120,"1,99",No,Gold
Berlin -Edición de verano- 2019,Rheinhessen Dornfelder halbtrocken,2017,Zimmermann-Graeff & Müller GmbH,Alemania,Rheinhessen,Vino tranquilo,Semi seco,tanque de acero,tinto,Dornfelder,"11,58","5,4","14,8",147,"1,99",No,Gold
Berlin -Edición de verano- 2019,Rheinhessen Dornfeleder trocken,2018,Zimmermann-Graeff & Müller GmbH,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,39","5,8","6,5",167,"1,99",No,Silver
Berlin -Edición de verano- 2019,Cabernet Sauvignon,2016,Weingut Pauser GbR,Alemania,Rheinhessen,Vino tranquilo,semi-dry,No especificado,tinto,Cabernet Sauvignon,13,"5,1","9,5",96,"6,4",No,Gold
Berlin -Edición de verano- 2019,Dornfelder QbA,2018,Andreas Oster Weinkellerei,Alemania,Rheinhessen,Vino tranquilo,Seco,No especificado,tinto,Dornfelder,"12,8",5,"4,8",121,No especificado,No,Gold
Berlin -Edición de verano- 2019,VOLKSMUND Rotwein Cuvée trocken,2018,Hügelland Weinhandel,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,"Regent, Dornfelder, Merlot","12,86","5,3","7,6",124,"5,95",No,Silver
Berlin -Edición de verano- 2019,Dornfelder Rotwein halbtrocken,2018,Hügelland Weinhandel GmbH,Alemania,Rheinhessen,Vino tranquilo,Semi seco,tanque de acero,tinto,Dornfelder,"12,09","5,5","11,9",109,"5,99",No,Gold
Berlin -Edición de verano- 2019,Zweigelt Grande Réserve Qualitätswein AT Burgenland,2017,Weingut Stefanshof GmbH,Austria,Burgenland,Vino tranquilo,Seco,tanque de acero,tinto,Zweigelt,13,"5,21","5,9",0,No especificado,No,Gold
Berlin -Edición de verano- 2019,Lenz Moser Carpe Diem Siegendorf Prestige Cuvée,2016,Weinkellerei Lenz Moser,Austria,Burgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon, Merlot","13,4","4,8","5,2",69,"8,99",No,Gold
Berlin -Edición de verano- 2019,TUGANA Spätburgunder,2016,Weinhaus Tugana,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Spätburgunder,"13,19","5,6","6,3",131,"9,5",No,Gold
Berlin -Edición de verano- 2019,Black 4est   Spätburgunder trocken,2017,Renchtäler Weinkeller,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5","5,1","5,7",117,"5,99",No,Gold
Berlin -Edición de verano- 2019,Luis Felipe Edwards Cabernet,2019,Luis Felipe Edwards,Chile,Valle Central,Vino tranquilo,Seco,No especificado,tinto,Cabernet,12,0,0,0,No especificado,No,Gold
